request_id|subject|text|target_node|processed_by|routed_from|routed_to|input_tokens|output_tokens|cache_hit_tokens|cache_hit_ratio|inference_time_s|total_time_s|cache_utilization|error
4323|conceptual_physics|"nergy is
A. tidal friction.
B. gravitational pressure.
C. radioactivity.
D. solar radiation.
Answer:"|0|0|||185|1|0|0.0|0.3608|0.3631|0.878|
4324|human_sexuality|"lowing childbirth
B. during menstruation
C. between parents and children
D. all of the above
Answer:"|2|1|2|1|277|1|1|0.0036|0.7895|0.792|0.843|
4325|high_school_world_history|"n's equality.
D. They were impelled by a racially prejudiced disdain for all Indian customs.
Answer:"|1|2|1|2|1393|1|7|0.005|19.3493|19.3506|0.0|
4326|elementary_mathematics|"ws how to find the total number of photos Bella has?
A. 25 ÷ 8
B. 25 – 8
C. 25 + 8
D. 25 × 8
Answer:"|2|2|||225|1|0|0.0|0.5288|0.531|0.226|
4327|econometrics|"d (iv) only
B. (i) and (iii) only
C. (i), (ii), and (iii) only
D. (i), (ii), (iii), and (iv)
Answer:"|1|1|||505|1|1|0.002|2.5907|2.5925|0.782|
4328|nutrition|"and low GI
B. High protein and high GI
C. Low protein and high GI
D. High protein and low GI
Answer:"|3|1|3|1|236|1|1|0.0042|0.5758|0.5766|0.741|
4329|professional_psychology|"herapists
D. check in an objective manner their clients’ ability to cope with their problems
Answer:"|1|1|||339|1|1|0.0029|1.1763|1.1787|0.575|
4330|us_foreign_policy|".
D. Conservatives emphasize strong economies; liberals emphasize strong military readiness.
Answer:"|0|2|0|2|280|1|3|0.0107|0.7953|0.7977|0.504|
4331|international_law|"y a declaration of interest
D. Recognition requires a declaration by the newly-created State
Answer:"|1|1|||384|1|1|0.0026|1.5053|1.5075|0.959|
4332|high_school_psychology|"mportance of
A. depression
B. anxiety disorders
C. neurotransmitters
D. social circumstances
Answer:"|2|0|2|0|238|1|210|0.8824|0.0316|0.034|0.907|
4333|professional_medicine|"prednisone
C. Obtain serum vitamin D concentration
D. Order a transthoracic echocardiography
Answer:"|1|0|1|0|1010|1|1|0.001|10.2818|10.2841|0.0|
4334|prehistory|"religious buildings, and museums
D. museums, libraries, monumental architecture, and artwork
Answer:"|2|2|||264|1|0|0.0|0.7234|0.7239|0.769|
4335|college_biology|"ponents most likely arose first?
A. Nucleus
B. Plasma membrane
C. Mitochondrion
D. Flagellum
Answer:"|2|2|||269|1|0|0.0|0.7505|0.7522|0.813|
4336|world_religions|"hich is the main form of Buddhism in Sri Lanka?
A. Theravada
B. Mahayana
C. Pure Land
D. Zen
Answer:"|0|2|0|2|135|1|1|0.0074|0.1931|0.1953|0.948|
4337|moral_scenarios|" I was sick.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|1|0|1|0|448|1|0|0.0|2.0518|2.054|0.449|
4338|world_religions|" visited by Moses.
B. It is a haram.
C. It was built by Abraham.
D. It is a square building.
Answer:"|1|2|1|2|148|1|116|0.7838|0.025|0.0272|0.981|
4339|professional_law|"ot prevail, because the second friend consented to participate in the Russian roulette game.
Answer:"|0|3|0|3|1211|1|953|0.787|0.7867|0.7894|0.933|
4340|formal_logic|"tradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:"|1|1|||531|1|0|0.0|2.8727|2.8752|0.916|
4341|logical_fallacies|"e fallacy of...
A. Appeal to ignorance
B. Double negative
C. Equivocation
D. Burden of proof
Answer:"|2|0|2|0|357|1|1|0.0028|1.3031|1.3052|0.806|
4342|high_school_mathematics|"eger-value of $n$ such that $\sqrt{18\cdot n \cdot 34}$ is an integer?
A. 34
B. 2
C. 17
D. 3
Answer:"|1|1|||296|1|0|0.0|0.9058|0.9081|0.829|
4343|elementary_mathematics|"make the inequality 2x — 1 < 10 true?
A. {10, 15, 20}
B. {5, 7, 9}
C. {4, 6, 8}
D. {2, 3, 4}
Answer:"|0|2|0|2|214|1|3|0.014|0.4666|0.4675|0.915|
4344|high_school_physics|" entire flight.
D. The vertical speed decreases on the way up and increases on the way down.
Answer:"|3|3|||498|1|0|0.0|2.5298|2.5324|0.758|
4345|high_school_chemistry|"ns are all 1.00 molar
D. When the reaction exhibits no change in pressure at constant volume
Answer:"|3|3|||245|1|0|0.0|0.6248|0.6274|0.745|
4346|moral_scenarios|"ire evening.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|0|2|0|442|1|405|0.9163|0.0579|0.0591|0.844|
4347|public_relations|"issue.
D. Hold a focus group to determine which messages are most effective for the program.
Answer:"|3|3|||344|1|0|0.0|1.2178|1.2205|0.591|
4348|professional_medicine|"y diagnosis?
A. Hypomagnesemia
B. Hypoparathyroidism
C. Osteomalacia
D. Vitamin D deficiency
Answer:"|2|0|2|0|920|1|773|0.8402|0.3081|0.3108|0.992|
4349|professional_law|"t to his mortgage broker friend was a timely application within the spirit of the agreement.
Answer:"|2|2|||1156|1|0|0.0|13.479|13.4813|0.0|
4350|high_school_microeconomics|" principle of comparative advantage
D. The law of diminishing marginal returns to production
Answer:"|3|3|||351|1|0|0.0|1.2671|1.2694|0.943|
4351|high_school_psychology|"f the following personality theories?
A. nomothetic
B. idiographic
C. Freudian
D. somatotype
Answer:"|0|0|||248|1|0|0.0|0.6398|0.6424|0.792|
4352|miscellaneous|"character Lucy charge for her psychiatric advice?
A. 5 cents
B. 10 cents
C. 75 cents
D. $125
Answer:"|2|2|||191|1|0|0.0|0.3839|0.3849|0.192|
4353|high_school_chemistry|"ence electron of potassium is farther from the nucleus than one of either chlorine or argon.
Answer:"|3|3|||341|1|199|0.5836|0.2357|0.2374|0.84|
4354|high_school_government_and_politics|"tive to the states
C. the future of the slave trade
D. whether people had inalienable rights
Answer:"|1|3|1|3|372|1|1|0.0027|1.4136|1.416|0.867|
4355|high_school_european_history|"Erasmus
D. the typical unflinching support of one philosopher for another philosopher's work
Answer:"|3|3|||1536|1|0|0.0|23.7466|23.7485|0.0|
4356|security_studies|"s as most public health authorities have in place programs to deal with a possible outbreak.
Answer:"|2|2|||879|1|0|0.0|7.8143|7.8167|0.88|
4357|moral_scenarios|"prise party.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|1|0|1|0|453|1|405|0.894|0.0683|0.0709|0.841|
4358|high_school_physics|"ater.
C. The wave pulse’s width has become smaller.
D. The wave’s height has become smaller.
Answer:"|2|2|||505|1|0|0.0|2.6008|2.6032|0.506|
4359|high_school_biology|"ing of RNA polymerase to the promoter site.
A. Enhancer
B. Repressor
C. Operator
D. Promoter
Answer:"|0|0|||263|1|0|0.0|0.718|0.7207|0.748|
4360|elementary_mathematics|"oup and salads.
A. 3.99p + 2.99d
B. 2.99p + 3.99d
C. (2.99 + 3.99)(p + d)
D. (3.99p + 2.99)d
Answer:"|3|3|||237|1|0|0.0|0.5854|0.5877|0.238|
4361|human_sexuality|"ow to modify it?
A. Behaviour modification
B. psychoanalytic
C. sociological
D. evolutionary
Answer:"|2|2|||269|1|0|0.0|0.7505|0.7523|0.776|
4362|sociology|"harp division between black and white castes, underpinned by beliefs about white superiority
Answer:"|2|2|||325|1|0|0.0|1.0888|1.0913|0.596|
4363|prehistory|"ng of the subsistence base.
C. larger sites with increased populations.
D. all of the above.
Answer:"|2|2|||245|1|0|0.0|0.6248|0.6271|0.842|
4364|high_school_computer_science|"n lines 2 and 3
D. Moving the statement in line 11 so that it appears between lines 9 and 10
Answer:"|1|1|||596|1|0|0.0|3.6118|3.6142|0.894|
4365|high_school_psychology|"es are characteristic of
A. consciousness
B. stage 1 sleep
C. stage 2 sleep
D. stage 3 sleep
Answer:"|3|0|3|0|236|1|209|0.8856|0.0309|0.033|0.776|
4366|management|"ict can be resolved easily using face-to-face meetings.
D. Low transport or commuting costs.
Answer:"|2|3|2|3|200|1|3|0.015|0.4081|0.4105|0.436|
4367|high_school_mathematics|"umber to be the ""larger"" number.)
A. \frac{161}{6}
B. \frac{161}{36}
C. 161
D. \frac{161}{3}
Answer:"|0|1|0|1|319|1|269|0.8433|0.0569|0.0592|0.945|
4368|security_studies|"cive power the more it reinforces its infrastructural power but reduces its ability to rule.
Answer:"|3|2|3|2|886|1|2|0.0023|7.9032|7.9055|0.885|
4369|elementary_mathematics|"wer: B

Which expression is equivalent to 5(4x + 3) — 2x?
A. 18x+15
B. 18x+3
C. 7x+8
D. 2x+8
Answer:"|3|3|||199|1|180|0.9045|0.0235|0.0258|0.456|
4370|professional_law|"t to order the driver out of the car simply because a legal weapon was observed on the seat.
Answer:"|2|2|||1228|1|0|0.0|15.2026|15.2043|0.0|
4371|professional_law|"astern tract would have standing to challenge the country club's proposed construction plan.
Answer:"|3|3|||1536|1|0|0.0|23.7466|23.8456|0.0|
4372|high_school_macroeconomics|"lance only
C. merchandise balance of trade only
D. current-account or financial-account only
Answer:"|1|1|||324|1|0|0.0|1.0822|1.0846|0.973|
4373|marketing|"t response advertising.
B. Sales promotions.
C. Mass media advertising.
D. Public relations.
Answer:"|0|0|||281|1|0|0.0|0.8177|0.8189|0.872|
4374|high_school_chemistry|"rather soluble in water.
D. Perhaps there was not enough acid to dissolve all the limestone.
Answer:"|2|2|||316|1|0|0.0|1.0302|1.0315|0.317|
4375|philosophy|" to happen; everything will happen
D. everything ought to happen; everything ought to happen
Answer:"|0|0|||222|1|0|0.0|0.515|0.5176|0.846|
4376|moral_scenarios|" their sink.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|0|2|0|451|1|405|0.898|0.0663|0.0687|0.893|
4377|high_school_european_history|"dues and rents
C. Increased popular participation in politics
D. Nationalization of religion
Answer:"|2|2|||1428|1|0|0.0|20.5346|20.537|0.0|
4378|formal_logic|"n of the following sentence?
Everybody loves Raymond, or not.
A. L
B. ~L
C. L • ~L
D. L ∨ ~L
Answer:"|3|3|||504|1|0|0.0|2.5906|2.5913|0.505|
4379|professional_law|"redeceased him.
D. Yes, the life estate owner could convey his life estate to third persons.
Answer:"|3|2|3|2|1099|1|0|0.0|12.1879|12.1904|0.0|
4380|professional_law|" of the following crimes?
A. No crime.
B. Robbery.
C. Attempted robbery.
D. False pretenses.
Answer:"|1|2|1|2|1109|1|953|0.8593|0.3543|0.3571|0.157|
4381|business_ethics|"e' towards others.
A. Virtue ethics
B. Ethical egoism
C. Postmodern ethics
D. Ethics of duty
Answer:"|0|0|||276|1|0|0.0|0.7894|0.7919|0.857|
4382|professional_law|"e it never existed. The question to be decided is whether the original writing ever existed.
Answer:"|3|2|3|2|1056|1|953|0.9025|0.2117|0.2145|0.261|
4383|human_sexuality|"nse of rightness
C. we anticipate positive interactions with that person
D. all of the above
Answer:"|3|3|||291|1|0|0.0|0.8759|0.8781|0.797|
4384|world_religions|"for commentary on the Qur'an, which means ""unveiling""?
A. fiqh
B. dhikr
C. ijtihad
D. tafsir
Answer:"|0|0|||136|1|0|0.0|0.1986|0.1994|0.994|
4385|professional_medicine|"s is
A. ankylosing spondylitis
B. fibromyalgia
C. myofascial pain syndrome
D. osteoarthritis
Answer:"|0|0|||828|1|0|0.0|6.9386|6.9413|0.966|
4386|moral_scenarios|"d of my own!
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|2|||447|1|0|0.0|2.0428|2.0452|0.709|
4387|college_medicine|"ane potential?
A. Depolarization
B. Repolarization
C. Hyperpolarization
D. Resting potential
Answer:"|0|0|||403|1|1|0.0025|1.6563|1.6589|0.403|
4388|miscellaneous|"igious community traditionally wear bonnets?
A. Amish
B. Sikh
C. Roman Catholic
D. Christian
Answer:"|2|2|||186|1|0|0.0|0.3646|0.3669|0.896|
4389|high_school_biology|"O2 released by the light-dependent reactions provides the raw material for the Calvin cycle.
Answer:"|0|0|||311|1|0|0.0|0.9983|1.0006|0.715|
4390|high_school_european_history|"d economic determinism
C. Hegelian idealism
D. The rationalism of the Scottish Enlightenment
Answer:"|3|3|||1314|1|0|0.0|17.3974|17.398|0.0|
4391|professional_psychology|"ognitive dissonance theory.
C. psychological reactance theory.
D. the deindividuation model.
Answer:"|2|3|2|3|304|1|0|0.0|0.9546|0.9561|0.305|
4392|human_sexuality|"is homologous to the glans of the penis?
A. labia minora
B. labia majora
C. mons
D. clitoris
Answer:"|2|3|2|3|265|1|4|0.0151|0.7077|0.7099|0.567|
4393|professional_law|"rimester whileimposing significant restrictionson the right to obtain an abortionthereafter.
Answer:"|1|2|1|2|1154|1|954|0.8267|0.5154|0.5162|0.94|
4394|philosophy|"ng.
B. whether God exists.
C. how “good” is to be defined.
D. whether morality is objective.
Answer:"|1|1|||202|1|0|0.0|0.4282|0.4307|0.579|
4395|high_school_biology|" development.
D. Apoptosis prevents an aging and dying cell from damaging neighboring cells.
Answer:"|3|0|3|0|312|1|242|0.7756|0.0802|0.0826|0.786|
4396|high_school_mathematics|" center of $C$ and $r$ is its radius, what is the value of $a+b+r$?
A. -9
B. -5
C. -6
D. -57
Answer:"|0|1|0|1|304|1|269|0.8849|0.0427|0.045|0.615|
4397|miscellaneous|"ve strength to the structure of truss bridges?
A. Circle
B. Triangle
C. Hexagon
D. Rectangle
Answer:"|2|2|||196|1|168|0.8571|0.0274|0.0297|0.969|
4398|high_school_psychology|"hold the parents accountable?
A. United States of America
B. Canadian
C. Japanese
D. English
Answer:"|1|1|||238|1|0|0.0|0.5902|0.5925|0.854|
4399|elementary_mathematics|"the school fund-raisers?
A. 6 × p – 18 = 4
B. 18 – 6 × p = 4
C. 4+6 × p = 18
D. 6+4 × p = 18
Answer:"|1|1|||256|1|0|0.0|0.681|0.6819|0.735|
4400|global_facts|"t is the median international income as of 2020?
A. $300 
B. $1,000 
C. $10,000 
D. $30,000 
Answer:"|0|0|||169|1|0|0.0|0.3025|0.3049|0.956|
4401|security_studies|"shared environmental consciousness emerged in developing countries.
D. All of these options.
Answer:"|2|3|2|3|748|1|2|0.0027|5.64|5.6409|0.747|
4402|miscellaneous|"an what state should people not 'mess with'?
A. New York
B. Texas
C. Montana
D. Rhode Island
Answer:"|0|2|0|2|191|1|168|0.8796|0.0244|0.0268|0.993|
4403|professional_law|"ectively kill marijuana, which, if not controlled, poses a serious drug-enforcement problem.
Answer:"|0|2|0|2|1199|1|954|0.7957|0.7202|0.7231|0.687|
4404|high_school_government_and_politics|"st in politics.
D. Typically, the general population is less ideological than the delegates.
Answer:"|1|3|1|3|379|1|2|0.0053|1.4592|1.4617|0.378|
4405|business_ethics|"pany this is known as?
A. Predatory pricing
B. Deceptive pricing
C. Price fixing
D. Skimming
Answer:"|0|0|||275|1|0|0.0|0.7838|0.7852|0.829|
4406|moral_scenarios|"ing posters.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|3|||447|1|0|0.0|2.0428|2.0451|0.826|
4407|professional_law|"e sufficiently established  there was an intentional illegal confinement that caused harm.
Answer:"|0|2|0|2|1151|1|954|0.8288|0.5032|0.5058|0.885|
4408|human_aging|"not
Answer: B

Current life expectancy in the United States is about
A. 78
B. 82
C. 68
D. 75
Answer:"|2|2|||197|1|0|0.0|0.4078|0.4102|0.896|
4409|moral_scenarios|"d the doors.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|2|||446|1|0|0.0|2.0338|2.0364|0.843|
4410|college_physics|"ho at a frequency nearest to which of the following?
A. 600 Hz
B. 606 Hz
C. 612 Hz
D. 618 Hz
Answer:"|0|2|0|2|370|1|1|0.0027|1.3986|1.4011|0.817|
4411|high_school_european_history|"h nations involved to freely invade which country?
A. Denmark
B. Finland
C. France
D. Poland
Answer:"|0|0|||1417|1|0|0.0|20.2206|20.2231|0.0|
4412|elementary_mathematics|" invitations for a party. How many booklets of stamps did Donna use to send her invitations?
Answer:"|1|1|||284|1|180|0.6338|0.1366|0.1375|0.84|
4413|clinical_knowledge|".
B. Attachment of more amino acids via peptide bonds.
C. Glycosylation.
D. Phosphorylation.
Answer:"|2|1|2|1|172|1|1|0.0058|0.3096|0.312|0.809|
4414|moral_scenarios|"ated on her.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|1|2|1|2|453|1|404|0.8918|0.0693|0.0718|0.867|
4415|college_biology|"eria and the Archaea.
D. There exist fossilized remains of species that have become extinct.
Answer:"|3|3|||309|1|0|0.0|0.9857|0.9882|0.758|
4416|professional_law|"
D. dismiss the cause of action because the caterer's only remedy would be monetary damages.
Answer:"|3|3|||1188|1|0|0.0|14.2322|14.2347|0.0|
4417|high_school_psychology|"dian interpretation, the angel represents the character's
A. libido
B. id
C. ego
D. superego
Answer:"|3|1|3|1|305|1|209|0.6852|0.1227|0.1251|0.906|
4418|professional_law|"her.
D. lose, because a common development scheme had been established for the entire tract.
Answer:"|2|2|||1298|1|0|0.0|16.9778|16.9803|0.0|
4419|high_school_european_history|"land and abroad
D. the regulation of new knowledge so as not to undermine traditional values
Answer:"|2|0|2|0|1564|1|1168|0.7468|1.7246|1.7275|0.397|
4420|high_school_statistics|"times.
C. Levels are the same as treatments.
D. Experimental units are the same as subjects.
Answer:"|0|0|||421|1|0|0.0|1.8145|1.8168|0.819|
4421|public_relations|"ment
B. business and commercial areas
C. health care and hospitals
D. public relations firms
Answer:"|2|2|||293|1|0|0.0|0.8878|0.8884|0.294|
4422|high_school_microeconomics|"tiate and advertise their products.
D. In the long run the market is allocatively efficient.
Answer:"|3|3|||351|1|0|0.0|1.2671|1.2676|0.352|
4423|world_religions|"ral component of tantric Buddhism?
A. Asceticism
B. Bodily pleasure
C. Music
D. Sexual union
Answer:"|3|1|3|1|134|1|1|0.0075|0.1903|0.191|0.765|
4424|world_religions|"hs teaches which of the following cannot be escaped?
A. Pride
B. Hatred
C. Suffering
D. Fate
Answer:"|0|1|0|1|139|1|115|0.8273|0.0197|0.0206|0.79|
4425|moral_disputes|" Kant, all imperatives are expressed by the word
A. ""want.""
B. ""ought.""
C. ""will.""
D. ""may.""
Answer:"|3|3|||248|1|0|0.0|0.6398|0.642|0.601|
4426|marketing|"EO).
B. Contextual advertising.
C. Digital asset optimization (DAO).
D. Pay per click (PPC).
Answer:"|2|0|2|0|297|1|1|0.0034|0.9059|0.9084|0.719|
4427|marketing|" purchase?
A. Luxury product.
B. Shopping product.
C. Generic products.
D. Branded products.
Answer:"|1|0|1|0|286|1|249|0.8706|0.0423|0.0446|0.757|
4428|electrical_engineering|"akes are
A. gross error.
B. instrumental error.
C. observational error.
D. systematic error.
Answer:"|3|0|3|0|228|1|1|0.0044|0.5381|0.5405|0.985|
4429|philosophy|"cie duties:
A. can be proven.
B. are self-evident.
C. cannot be known.
D. are not objective.
Answer:"|0|0|||190|1|0|0.0|0.38|0.3826|0.754|
4430|machine_learning|". Decision Trees
B. Density-based clustering
C. Model-based clustering
D. K-means clustering
Answer:"|1|1|||266|1|0|0.0|0.7342|0.7366|0.8|
4431|high_school_geography|"oal, you would use a
A. reference map.
B. topographic map.
C. thematic map.
D. location map.
Answer:"|0|0|||206|1|1|0.0049|0.4409|0.4431|0.96|
4432|elementary_mathematics|"g the survey at the entrance to the mall
D. conducting the survey a mile away from the mall 
Answer:"|2|1|2|1|241|1|180|0.7469|0.0613|0.0637|0.862|
4433|moral_scenarios|"eir laundry.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|2|||437|1|0|0.0|1.9534|1.9558|0.732|
4434|high_school_psychology|" processes and behavior is called
A. biology
B. psychology
C. cognition
D. scientific method
Answer:"|0|1|0|1|229|1|209|0.9127|0.0269|0.0293|0.883|
4435|college_biology|"ey lower the activation energy, thereby speeding up the conversion of reactants to products.
Answer:"|2|2|||321|1|0|0.0|1.0625|1.0651|0.76|
4436|marketing|"rred to as:
A. E-marketing.
B. Social marketing.
C. Digital marketing
D. Internet marketing.
Answer:"|0|0|||292|1|249|0.8527|0.0477|0.0484|0.707|
4437|professional_medicine|"bout what the patient has asked the physician to do
D. Order the MRI as the patient requests
Answer:"|1|1|||974|1|0|0.0|9.5842|9.5869|0.996|
4438|philosophy|"t essences is itself unjustified because he does not know why he engages in such a practice.
Answer:"|1|0|1|0|309|1|167|0.5405|0.2325|0.2346|0.85|
4439|miscellaneous|"one must traditionally engage in what activity?
A. Weaving
B. Sculpting
C. Baking
D. Singing
Answer:"|0|0|||188|1|0|0.0|0.3722|0.3748|0.773|
4440|professional_psychology|"riority
B. autonomy vs. shame and doubt
C. basic trust vs. mistrust
D. initiative vs. guilt.
Answer:"|2|2|||288|1|0|0.0|0.8582|0.8601|0.611|
4441|high_school_geography|"ing is called
A. swidden.
B. subsistence farming.
C. pastorialism.
D. hunting and gathering.
Answer:"|2|0|2|0|215|1|179|0.8326|0.0345|0.0368|0.81|
4442|philosophy|" support of many considerations, which it fits into one coherent view.
D. none of the above.
Answer:"|0|0|||210|1|167|0.7952|0.0395|0.0398|0.854|
4443|high_school_biology|"mbrane, multicellularity, and Golgi apparatus
D. Cell wall, unicellularity, and mitochondria
Answer:"|3|3|||279|1|0|0.0|0.8063|0.8087|0.881|
4444|human_aging|"r bias against older adults is referred to as
A. Ageism
B. Oldism
C. Age bigotry
D. Senilism
Answer:"|1|0|1|0|199|1|1|0.005|0.4119|0.4146|0.862|
4445|human_aging|"ided which type of social support?
A. Emotional
B. Instrumental
C. Informational
D. Friendly
Answer:"|2|0|2|0|210|1|179|0.8524|0.0306|0.0311|0.894|
4446|moral_scenarios|"omly chosen.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|3|||452|1|0|0.0|2.0882|2.0908|0.982|
4447|high_school_world_history|"xy
B. Hostility toward outsiders
C. Limited economic opportunities
D. The supremacy of piety
Answer:"|0|0|||1328|1|1|0.0008|17.7421|17.7447|0.0|
4448|virology|"ong filamentous threads
C. Icosahedral virion
D. Floppy membranes without defined morphology
Answer:"|2|2|||198|1|0|0.0|0.4118|0.4128|0.81|
4449|marketing|" known as:
A. Winner's curse.
B. Winner's price.
C. Winner's reward.
D. Loss-leader pricing.
Answer:"|2|0|2|0|289|1|1|0.0035|0.8583|0.8588|0.289|
4450|human_sexuality|" females?
A. underarm hair
B. sweat and oil glands
C. deepening of the voice
D. both A and B
Answer:"|3|2|3|2|273|1|4|0.0147|0.7509|0.752|0.758|
4451|high_school_statistics|"nutes
B. 53 minutes to 281 minutes
C. 70 minutes to 264 minutes
D. 91 minutes to 243 minutes
Answer:"|0|0|||446|1|0|0.0|2.0338|2.0359|0.736|
4452|econometrics|"ntegrating tests
D. It is not possible to perform tests about the cointegrating relationship
Answer:"|2|2|||498|1|1|0.002|2.5199|2.5224|0.967|
4453|professional_law|"nd buy the property.
D. Yes, the sellers breached the contract of sale and must pay damages.
Answer:"|0|0|||1207|1|0|0.0|14.6892|14.6917|0.0|
4454|moral_disputes|" following is not an example of vice?
A. callousness
B. obesity
C. selfishness
D. greediness
Answer:"|0|3|0|3|248|1|229|0.9234|0.0284|0.0309|0.753|
4455|sociology|" question wording and routing
D. deciding which respondents to leave out of the final sample
Answer:"|1|1|||295|1|0|0.0|0.8998|0.9023|0.296|
4456|high_school_world_history|"wed leaders of states to incorporate the elites of the subjugated into the conquering power.
Answer:"|3|0|3|0|1321|1|0|0.0|17.5825|17.585|0.0|
4457|world_religions|"s
C. Remembering that death is inevitable
D. Meditating on the goodness of the created world
Answer:"|0|0|||154|1|0|0.0|0.2526|0.2549|0.155|
4458|us_foreign_policy|" is
A. the World Bank.
B. the United Nations.
C. UNICEF.
D. the International Monetary Fund.
Answer:"|2|2|||244|1|0|0.0|0.6198|0.6223|0.743|
4459|miscellaneous|"ter wise?
A. Mars and Mercury
B. Venus and Earth
C. Uranus and Neptune
D. Jupiter and Saturn
Answer:"|1|1|||195|1|0|0.0|0.3998|0.4019|0.492|
4460|high_school_psychology|"cture is found in the inner ear?
A. hammer
B. basilar membrane
C. tympanic membrane
D. pinna
Answer:"|2|2|||228|1|0|0.0|0.5426|0.5449|0.972|
4461|professional_law|"ight, thereby putting herself voluntarily and knowingly in danger, and she assumed the risk.
Answer:"|0|0|||1174|1|0|0.0|13.9002|13.9027|0.0|
4462|high_school_chemistry|"ctive forces?
A. Heat of fusion
B. Boiling points
C. Vapor pressures
D. Heat of vaporization
Answer:"|3|3|||228|1|0|0.0|0.5426|0.544|0.982|
4463|abstract_algebra|" into some group of 12 elements.
A. True, True
B. False, False
C. True, False
D. False, True
Answer:"|3|3|||234|1|0|0.0|0.571|0.5734|0.937|
4464|human_sexuality|"hase is to the secretory phase.
A. postovulatory
B. menstrual
C. proliferative
D. myometrial
Answer:"|0|2|0|2|267|1|1|0.0037|0.7343|0.7356|0.741|
4465|high_school_geography|" Islam?
A. Sunni and Shinto
B. Shinto and Shiite
C. Sunni and Shiite
D. Shamanism and Shiite
Answer:"|0|0|||204|1|0|0.0|0.4366|0.437|0.205|
4466|prehistory|"agada, 5,000 people
B. Uruk, 10,000 people
C. Knossos, 20,000 people
D. Giza, 200,000 people
Answer:"|0|0|||243|1|0|0.0|0.6148|0.6171|0.449|
4467|high_school_physics|"polated temperature T where C^3 reaches zero
D. a maximum C^3 as the temperature T increases
Answer:"|0|0|||498|1|1|0.002|2.5199|2.5222|0.947|
4468|moral_disputes|". equal opportunity
C. freedom of speech
D. keeping actual inequalities as small as possible
Answer:"|1|3|1|3|270|1|234|0.8667|0.04|0.0424|0.974|
4469|college_medicine|"oncentration falls below 3 mmol/L.
D. relative contribution of aerobic metabolism increases.
Answer:"|1|1|||341|1|0|0.0|1.1969|1.1992|0.834|
4470|miscellaneous|"ou who enter here'?
A. Paradise Lost'
B. The Wizard of Oz'
C. The Divine Comedy'
D. Beowulf'
Answer:"|0|1|0|1|200|1|168|0.84|0.0302|0.0324|0.867|
4471|miscellaneous|"stations are required to uniquely locate the epicenter of an earthquake?
A. 1
B. 2
C. 3
D. 4
Answer:"|3|1|3|1|199|1|168|0.8442|0.0295|0.0317|0.899|
4472|high_school_geography|"re or society?
A. Biology
B. Advancements in technological development
C. Religion
D. Custom
Answer:"|3|0|3|0|209|1|179|0.8565|0.0299|0.0323|0.978|
4473|college_biology|"?
A. Phloem sieve tube member
B. Xylem vessel member
C. Stomatal guard cell
D. Root cap cell
Answer:"|1|1|||274|1|0|0.0|0.7782|0.7807|0.878|
4474|professional_law|". Require that the artist move out immediately or be held responsible for three years' rent.
Answer:"|3|0|3|0|1159|1|953|0.8223|0.5403|0.5431|0.98|
4475|professional_law|"use the officers did not have probable cause to believe that cocaine would be in the closet.
Answer:"|3|0|3|0|1184|1|953|0.8049|0.652|0.655|0.968|
4476|high_school_european_history|"further communism
D. Freeing the peasants from their landlords in exchange for their support
Answer:"|0|0|||1423|1|0|0.0|20.3916|20.3941|0.0|
4477|high_school_us_history|"in the 1870s.
C. a populist newspaper in the 1890s.
D. a civil rights pamphlet in the 1950s.
Answer:"|0|0|||1190|1|7|0.0059|14.1139|14.1154|0.0|
4478|global_facts|"rcentage of Turks say God plays an important role in their life?
A. 59%
B. 69%
C. 79%
D. 89%
Answer:"|2|2|||177|1|0|0.0|0.331|0.3333|0.919|
4479|high_school_microeconomics|"ue (MR). III. Relatively few sellers.
A. I only.
B. II only.
C. III only.
D. I and III only.
Answer:"|1|1|||349|1|0|0.0|1.2529|1.2555|0.69|
4480|prehistory|"ade their first appearance is called the:
A. Miocene.
B. Pliocene.
C. Triassic.
D. Cambrian.
Answer:"|1|0|1|0|237|1|0|0.0|0.5854|0.5878|0.238|
